timestamp,precipitation (mm),temperature AVG (degrees Celsius),temperature MAX (degrees Celsius),temperature MIN (degrees Celsius),,,Eddy 
8/3/2019,2.366,16.65416667,24,11.3,,0.731,2.24
8/4/2019,0.153,17.37291667,25.6,10.1,,0.153,0
8/5/2019,0.102,18.00451389,27.4,11.7,,0.102,0
8/6/2019,0,18.92986111,29,12.1,,0.034,0
8/7/2019,0,18.303125,26.4,14.3,,0,0
8/8/2019,0.017,17.52604167,24.8,12.7,,0,0
8/9/2019,0.153,16.78105263,24.3,11.8,,0.136,0
8/10/2019,0,16.88958333,24.8,11,,0,0
8/11/2019,0,15.50277778,21,11.4,,0,0
8/12/2019,0,16.43368056,24,11.7,,0,0
8/13/2019,0,17.24409722,26.2,12.5,,0,0
8/14/2019,0,15.85694444,21.6,10.5,,0,0
8/15/2019,0,16.14270833,22.3,10.4,,0,0
8/16/2019,0,15.92951389,19.8,11.4,,0,0
8/17/2019,0.017,16.64861111,23.4,10.9,,0.017,0
8/18/2019,0,17.14340278,24,12.8,,0,0
8/19/2019,0,14.75104167,19.5,11.8,,0,0
8/20/2019,5.729,15.67578947,23.7,11.1,,0,0
8/21/2019,0,17.171875,24.8,12.1,,0,0
8/22/2019,0,17.52083333,25.8,12.7,,0,0
8/23/2019,3.162,18.46076389,26.9,13,,0,0
8/24/2019,1.003,17.60069444,24.1,13,,0.885,0
8/25/2019,0.17,17.646875,25.3,11.9,,0.068,0.6
8/26/2019,0.051,18.22048611,25.7,13.1,,0,0
8/27/2019,0,18.46805556,25.6,12.8,,0,0
8/28/2019,0,18.17916667,27.7,11.6,,0,0
8/29/2019,0,18.31076389,24.6,13.1,,0,0
8/30/2019,0.459,17.46979167,23.6,14.2,,0,0
8/31/2019,9.631,18.12291667,27,13.6,,11.981,10.8
9/1/2019,29.908,17.04390244,29.2,14.1,,38.307,31.2
9/2/2019,0.119,17.03333333,23.9,13,,0.102,0
9/3/2019,0,17.05659722,23.4,13.1,,0,0
9/4/2019,0.034,17.18645833,23.8,12.2,,0,0
9/5/2019,0,16.90729167,23.2,12.4,,0,0
9/6/2019,0.068,18.33090278,25.2,12.9,,0.051,0
9/7/2019,0,16.83020833,22.5,12.9,,0,0
9/8/2019,0,15.9,19.8,12.6,,0,0
9/9/2019,0,17.82638889,24.9,12.2,,0,0
9/10/2019,0.442,17.50208333,24.4,14,,0.425,0.2
9/11/2019,1.99,17.86770833,24.6,14,,0.408,0.306382979
9/12/2019,0.136,18.54375,26.3,12.3,,0,0
9/13/2019,0.187,18.75520833,27.2,12.9,,0,0
9/14/2019,0.187,19.04479167,27.3,13.3,,0.119,0
9/15/2019,0.034,19.06458333,27.8,13.7,,0.017,0
9/16/2019,0.102,18.13854167,25.8,12.9,,0.068,0
9/17/2019,0.102,18.16388889,26.5,11.2,,0.068,0
9/18/2019,0.017,18.94375,28.5,12.1,,0,0
9/19/2019,0,18.07395833,26.4,10.8,,0,0
9/20/2019,0.034,17.98055556,26.5,11.1,,0.034,0
9/21/2019,0.085,18.41006944,27.6,11.6,,0.017,0
9/22/2019,0.068,18.39548611,28.1,11.7,,0.034,0
9/23/2019,0,18.61736111,27.9,12.1,,0,0
9/24/2019,0,17.6375,24.2,13.6,,0,0
9/25/2019,0.136,19.32361111,28,13.1,,0.136,0
9/26/2019,0,18.65902778,25.9,14.2,,0,1.724931084
9/27/2019,0.017,17.52604167,24.5,14,,0,0
9/28/2019,0.051,19.62961672,28.4,12.8,,0.017,0
9/29/2019,0.085,19.83020833,28.8,12.8,,0.051,0
9/30/2019,0.17,20.95625,29.7,13.7,,0.153,0
10/1/2019,2.704,18.33576389,28.8,13.4,,1.345,2.5
10/2/2019,0.119,18.02291667,24.8,13.3,,0.085,0
10/3/2019,0.051,19.01180556,26.4,14.3,,0,0
10/4/2019,0,18.54965278,24.7,13.3,,1.004,0
10/5/2019,8.015,17.35,24,14.5,,3.283,0.408510638
10/6/2019,5.46,16.24201389,22.8,13.8,,1.615,0
10/7/2019,0,17.88611111,25.4,12.4,,0,0
10/8/2019,6.294,19.23298611,26.9,12.1,,3.281,0
10/9/2019,3.641,18.77222222,25.2,14.3,,2.467,3.8
10/10/2019,24.156,17.56215278,24.2,13.7,,21.591,0.3
10/11/2019,10.671,17.25694444,22.7,14.8,,6.228,0
10/12/2019,20.796,16.91180556,21.8,14.6,,19.889,0
10/13/2019,6.687,16.68715278,21.6,14.4,,1.037,0
10/14/2019,0.255,17.25243056,22.7,14.8,,0.051,0
10/15/2019,0.119,18.45902778,23.9,14.3,,0.068,0
10/16/2019,1.207,19.00138889,26.7,13.5,,2.075,0
10/17/2019,23.857,16.81388889,21.6,14.8,,27.356,55.1
10/18/2019,10.818,16.79548611,22.4,15,,6.276,7.9
10/19/2019,17.593,17.45104167,22.7,15.1,,4.423,11.3
10/20/2019,0.952,18.584375,25,14.9,,0.255,0.408510638
10/21/2019,0.068,19.07673611,25.5,15,,0.051,0
10/22/2019,2.959,19.57430556,26.7,14.5,,1.904,0.9
10/23/2019,2.075,18.79131944,24.5,15.6,,0.901,2.3
10/24/2019,26.873,17.49513889,23.6,14.7,,29.691,24.9
10/25/2019,5.817,17.86944444,23.6,15,,7.47,12.5
10/26/2019,5.819,18.07317073,23.4,15.3,,4.236,4.2
10/27/2019,0.153,19.21701389,26.2,14.3,,0.034,0.1
10/28/2019,0.051,19.02152778,25.1,15.4,,0.068,0
10/29/2019,3.945,18.76597222,25,15.7,,1.275,0
10/30/2019,3.913,18.17604167,25.4,14.3,,3.316,2.859574468
10/31/2019,7.43,17.92986111,24.6,14.7,,4.727,1.3
11/1/2019,0.17,17.93784722,24.5,14.1,,0.136,0
11/2/2019,0.017,17.87673611,24.2,13.6,,0.102,0
11/3/2019,4.899,17.78611111,26.4,13.5,,8.5,0
11/4/2019,0.136,18.25833333,24.9,13.9,,0.153,0
11/5/2019,0.153,18.7375,26.5,14.3,,0.153,0
11/6/2019,0.102,19.66458333,26.7,14,,0.017,0
11/7/2019,0.187,19.17465278,25.6,15.6,,0.085,0
11/8/2019,0.34,18.80694444,26.2,15,,1.225,0
11/9/2019,0.187,18.85590278,25.4,14,,0.119,0
11/10/2019,0.51,18.90208333,27,15.6,,0.833,0
11/11/2019,3.81,18.76840278,25.2,15.6,,4.32,0
11/12/2019,0.51,18.24513889,23.3,15.5,,0.391,0
11/13/2019,1.955,17.66875,24,15.3,,2.705,0
11/14/2019,6.365,17.37118056,24.1,15.2,,5.512,0
11/15/2019,0.119,18.47534722,24.1,15.4,,0.085,0
11/16/2019,0.119,18.78923611,24.7,14.9,,0.051,0
11/17/2019,0.204,18.39477352,24.8,14.2,,0.085,0
11/18/2019,0.187,18.90243056,25.9,15.2,,0.153,0
11/19/2019,5.221,18.67222222,25.3,14.3,,3.196,0
11/20/2019,0.221,18.72013889,27.3,14.3,,0.459,0
11/21/2019,35.217,19.48645833,26.7,15.7,,39.92,0
11/22/2019,1.887,19.48958333,25.7,14.7,,2.091,0
11/23/2019,25.107,16.63472222,21.3,14.8,,25.637,0
11/24/2019,34.884,17.75104167,24.3,14.7,,29.696,0
11/25/2019,30.345,16.63819444,24.2,14.4,,10.54,0
11/26/2019,6.001,17.04236111,21.9,14.4,,4.573,0
11/27/2019,0.119,18.24583333,23.7,14.5,,0,0
11/28/2019,0.187,18.253125,24.2,14.4,,0.187,0
11/29/2019,22.62,18.08090278,25.1,13.8,,8.86,0
11/30/2019,22.359,17.51006944,23.1,15.4,,34.644,0
12/1/2019,11.616,17.53993056,22.6,15.3,,6.273,0
12/2/2019,19.398,17.59305556,22.5,15.4,,5.219,0
12/3/2019,0.391,17.88055556,23.7,15.1,,4.011,0.7
12/4/2019,0.969,19.02916667,27.3,15.3,,12.6,1.9
12/5/2019,47.824,17.44826389,22.6,15.2,,30.594,0
12/6/2019,13.146,18.77604167,25.2,14.5,,14.932,0
12/7/2019,7.348,18.08263889,23.3,16,,3.196,0
12/8/2019,43.05,17.79444444,23.9,14.6,,32.917,0
12/9/2019,6.805,17.971875,23.6,15.6,,15.478,0
12/10/2019,,,,,,178.8,0
12/11/2019,,,,,,28.438,0
12/12/2019,1.204,18.00940767,25.3,14.4,,0.221,0
12/13/2019,0.153,18.89861111,25.7,14.5,,0.119,0
12/14/2019,0.527,17.76111111,23.7,14.7,,0.272,3.7
12/15/2019,5.274,18.27916667,25.3,15,,4.559,5.1
12/16/2019,0.238,18.50694444,25,14.6,,0.238,0.6
12/17/2019,0.17,18.64409722,24.9,15.2,,0.17,0
12/18/2019,0.085,18.61388889,24.7,14.7,,0.136,0
12/19/2019,0.221,17.58125,24.2,13.5,,0.17,0
12/20/2019,0.119,18.2874552,24.7,13.5,,0.136,0
12/21/2019,5.308,17.89575972,24.5,14.7,,2.737,3.1
12/22/2019,0.034,17.87809187,23.1,14.7,,0.034,0
12/23/2019,7.486,18.71690141,24.9,15.1,,10.577,7.2
12/24/2019,4.832,18.77240143,24.2,15.8,,9.272,0.1
12/25/2019,0.221,19.1665493,25.5,15.5,,5.098,5.1
12/26/2019,19.091,18.63238434,26.7,14.2,,17.318,14.3
12/27/2019,75.955,19.64946996,26.9,16.6,,22.747,36.7
12/28/2019,18.974,18.45035461,26.2,15.9,,12.866,16.4
12/29/2019,0.153,19.16760563,25.1,15.6,,0.068,0.2
12/30/2019,0.272,17.83085106,23.5,13.8,,0.187,0
12/31/2019,0.255,18.16049822,25,14.3,,0.221,0
1/1/2020,0.187,18.48204225,25.2,14.6,,0.17,0
1/2/2020,0.272,18.62535211,24.9,14.9,,0.136,0
1/3/2020,0.799,18.35211268,24.3,15.2,,0.85,0.009191489
1/4/2020,0.051,18.07535211,24.6,14.5,,0.102,0
1/5/2020,0.102,19.16961131,26.3,13.9,,0.204,0
1/6/2020,6.904,19.65800712,27.3,14.6,,12.41,0.107
1/7/2020,9.833,17.91795775,22.6,14.8,,8.945,0.043914894
1/8/2020,6.79,17.33215548,21.9,15.1,,4.029,0.117
1/9/2020,0.816,18.42092199,24.8,15.2,,2.312,0.026
1/10/2020,0.102,19.52982456,26.7,15.7,,0.187,0.001
1/11/2020,0.221,19.71232394,27.2,14.6,,0.187,0
1/12/2020,2.398,19.73697183,28.7,15.5,,10.923,0
1/13/2020,12.739,17.604947,23,15.3,,12.431,0.174
1/14/2020,0.085,18.99893993,24.6,15.2,,0.136,0
1/15/2020,0,19.52801418,25,16.2,,0.119,0
1/16/2020,0.034,19.10528169,25,15.9,,0.357,0
1/17/2020,0,18.86912281,26.5,15.1,,0,0
1/18/2020,0.034,19.56690391,26.9,15.3,,0.017,0
1/19/2020,0.102,19.33144876,27.9,14.6,,0.119,0
1/20/2020,0.119,19.59540636,27.5,14.5,,0.136,0
1/21/2020,0.102,20.04405594,26.4,15.3,,0.97,0
1/22/2020,0,19.65140845,25.3,15.9,,0,0
1/23/2020,0.204,18.95578947,24.9,16.4,,0.221,0
1/24/2020,0,18.70174216,23.4,16.5,,0.017,0
1/25/2020,0.119,18.62048611,24.2,15.8,,0.051,0.002
1/26/2020,17.035,17.60451389,22.2,15.4,,16.42,0.174
1/27/2020,3.455,17.60833333,22.9,14.9,,4.049,0.033
1/28/2020,9.574,16.90798611,21.6,14.8,,9.267,0.178
1/29/2020,0.102,18.92534722,25.2,15.7,,0.119,0
1/30/2020,0.306,18.94618056,25.2,15.9,,0.289,0
1/31/2020,36.2,19.54965278,26.5,14.8,,12.175,0
2/1/2020,13,18.021875,24.5,14.9,,18.078,93.099
2/2/2020,3.058,18.484375,26,14.9,,12.298,0
2/3/2020,0,19.03506944,26,15.5,,0.374,0
2/4/2020,0,18.896875,25.4,15.5,,0.204,0
2/5/2020,0,18.71180556,25.1,14,,0.323,0
2/6/2020,0,18.43055556,25,14.1,,0.187,0
2/7/2020,0,19.06041667,25.8,13.8,,0.357,0
2/8/2020,0,18.33055556,24.6,14.3,,0.272,0
2/9/2020,0,18.24652778,25,14.1,,0.187,0
2/10/2020,0,19.60555556,28.4,13.5,,0.119,0
2/11/2020,0,21.06527778,30.2,14.4,,0.051,0
2/12/2020,0,20.63993056,28.6,15.6,,0.119,0
2/13/2020,0.034,19.44270833,24.9,16.3,,0.357,0
2/14/2020,0.17,18.64076655,24,16.2,,0.187,0
2/15/2020,1.157,17.68784722,23.4,15.5,,2.655,0
2/16/2020,0.952,17.96666667,23.8,15.6,,4.352,0
2/17/2020,0.238,19.18923611,25.6,15,,0.255,0
2/18/2020,0.153,19.40798611,25.7,15,,0.187,0
2/19/2020,0.17,19.56840278,25.4,16,,0.136,0
2/20/2020,0.221,20.43298611,27.7,15.1,,0.255,0
2/21/2020,0.255,20.36805556,27.4,16.1,,0.238,0
2/22/2020,0.102,19.50625,26,16,,0.136,16.548
2/23/2020,0.646,19.16944444,25.1,16.3,,0.068,1.446
2/24/2020,0.051,19.35659722,25.2,16.1,,0.068,0.006
2/25/2020,0.119,20.63055556,27.7,14.6,,2.416,0.002
2/26/2020,2.635,20.078125,27.1,16.1,,1.496,0.001
2/27/2020,0.187,19.27743056,26.1,15.4,,0.136,0
2/28/2020,0.102,19.77048611,25.3,16.2,,0.136,0
2/29/2020,0.068,20.425,28,14.8,,0.136,0
3/1/2020,26.052,18.98541667,27.4,14.8,,16.237,0.035
3/2/2020,1.462,18.421875,24.2,15.7,,1.905,22.433
3/3/2020,0.323,20.36041667,26,16.6,,0.646,0
3/4/2020,0.272,20.01805556,26.9,15.2,,0.953,0
3/5/2020,6.295,19.72291667,27,14.5,,5.256,0.739
3/6/2020,0,20.75416667,27.6,15.9,,0,0
3/7/2020,0,20.65972222,27.9,14.6,,0,0
3/8/2020,0.187,19.79131944,25.6,15.9,,0.527,0
3/9/2020,0.136,19.51944444,25.6,16.7,,0.119,0
3/10/2020,0.238,20.02534722,26.1,16.5,,0.187,0
3/11/2020,0.187,19.74340278,27,16,,0.136,0
3/12/2020,0.051,19.39479167,25.4,16.6,,0.034,0
3/13/2020,0.204,19.80520833,25.4,16.9,,0.119,0
3/14/2020,0.255,19.85069444,26.6,15.4,,0.153,0.006486486
3/15/2020,0.17,20.35451389,27.1,15.6,,0.255,0
3/16/2020,0.204,20.79375,27.7,16.1,,0.187,0
3/17/2020,0.085,20.35763889,26.7,16.7,,0.119,0
3/18/2020,0.459,19.56284722,25.9,16,,1.19,0
3/19/2020,1.445,19.09444444,25.8,15.2,,1.003,0.026181818
3/20/2020,0,19.73020833,26.5,15.6,,0.102,0
3/21/2020,2.518,19.10763889,25,15.4,,1.99,0.027130435
3/22/2020,0,19.34652778,25.2,14.9,,0.119,0
3/23/2020,0.068,19.89375,26.6,14.7,,0.102,0
3/24/2020,0,19.84444444,26.7,15.8,,0.085,0
3/25/2020,0,20.13888889,27.3,16.2,,0.051,0
3/26/2020,44.794,18.71498258,26.6,15.4,,39.639,0.322
3/27/2020,0.51,18.67881944,25.5,15.6,,0.238,0.039652174
3/28/2020,14.606,18.91875,25.7,14.4,,22.795,0
3/29/2020,10.513,18.70972222,25.9,13.5,,11.413,0.229565217
3/30/2020,0.153,19.39097222,25.8,15.7,,0.136,0.002086957
3/31/2020,0.153,19.73923611,25.3,16.3,,0.187,0
4/1/2020,0.238,19.70034722,25.7,15.5,,0.221,0.002181818
4/2/2020,0.153,19.47083333,25.2,15.5,,0.289,0
4/3/2020,0.051,19.27604167,25.5,15.3,,0.306,0
4/4/2020,0.034,19.14861111,25.8,15.6,,0.068,0
4/5/2020,0.425,19.33541667,25.4,15.2,,3.352,0
4/6/2020,0.051,19.57465278,25.5,15.9,,0.085,0.002086957
4/7/2020,0.323,19.04861111,24.9,16.7,,2.552,0
4/8/2020,0.085,19.60694444,25.5,15.6,,0.17,0
4/9/2020,0.102,19.33854167,25.9,15.1,,0.272,0
4/10/2020,0.102,19.09097222,25.7,15,,0.17,0
4/11/2020,0.17,19.55798611,27.2,13.9,,0.221,0
4/12/2020,0.085,20.08333333,27.8,14.7,,0.102,0
4/13/2020,5.374,19.34513889,26,16.1,,0.051,0
4/14/2020,3.791,19.32743056,27.2,15.3,,3.147,0
4/15/2020,1.77,19.309375,26.6,15.1,,1.496,0.104727273
4/16/2020,2.859,18.47881944,27.1,14.4,,0.17,0
4/17/2020,0.153,19.41597222,25,15.6,,0.119,0
4/18/2020,39.873,18.28327526,26,15.3,,38.254,0.087652174
4/19/2020,0.153,17.88958333,23.4,15.2,,8.16,0
4/20/2020,50.86,18.31180556,24.8,15.6,,7.123,0.358956522
4/21/2020,5.644,18.084375,23.5,14.8,,14.909,2.178
4/22/2020,35.734,17.66458333,24.6,14.9,,10.098,7.012173913
4/23/2020,7.379,16.12881944,18.4,14.8,,1.377,191.9081739
4/24/2020,28.376,17.72361111,24.7,14.6,,2.261,0
4/25/2020,4.526,17.81909722,22.8,14.8,,0.765,11.13
4/26/2020,11.756,18.20208333,24.8,15.1,,0.561,3.629217391
4/27/2020,0.17,17.51388889,22.9,13.4,,0.408,0
4/28/2020,6.497,18.50347222,25.1,13.3,,0.323,0
4/29/2020,2.519,18.74652778,25.2,15.9,,0.357,0
4/30/2020,6.774,18.88159722,25.4,15.7,,0.238,0
5/1/2020,0.153,18.721875,26.1,14.9,,0.221,0
5/2/2020,0.051,18.88333333,25.2,15.9,,0.204,0
5/3/2020,0,19.03402778,26.6,15,,0.136,0
5/4/2020,0.051,19.10173611,26.5,14.7,,0.102,0
5/5/2020,0.051,19.55486111,26.2,14.9,,0.017,0
5/6/2020,6.144,18.86666667,26.6,15.8,,0.714,0
5/7/2020,0.102,17.80416667,23.7,14.9,,0.255,0
5/8/2020,0.102,17.84479167,24.5,13.9,,0.017,0
5/9/2020,0.068,18.36180556,24.9,14.3,,0.017,0
5/10/2020,8.637,16.81180556,21.6,13.9,,7.82,1.724931084
5/11/2020,0.221,17.059375,22.6,13.7,,0.136,1.724931084
5/12/2020,0.289,18.16597222,25,14.6,,0.085,1.724931084
5/13/2020,0.119,19.35555556,26.9,14.4,,0.204,1.724931084
5/14/2020,0.17,19.86041667,27.5,14.6,,0.17,1.724931084
5/15/2020,2.33,18.09930556,23.1,15.6,,3.914,1.724931084
5/16/2020,0.987,18.31631944,25.4,14.3,,5.42,1.724931084
5/17/2020,0,17.50590278,24.4,13.5,,0.051,1.724931084
5/18/2020,0.102,17.66527778,24.3,13,,0.102,1.724931084
5/19/2020,0,18.46875,25.6,12.9,,0.102,1.724931084
5/20/2020,0.068,17.81875,25.3,13.7,,0.034,1.724931084
5/21/2020,0,17.65833333,22.4,14.5,,0,1.724931084
5/22/2020,0,17.95208333,25.2,13,,0,1.724931084
5/23/2020,0.051,17.18541667,24.4,12.8,,0.085,1.724931084
5/24/2020,0.051,17.30208333,23.9,13.7,,0.051,1.724931084
5/25/2020,0.153,18.11527778,25,13.4,,0.187,1.724931084
5/26/2020,0.017,18.73159722,26.4,14.4,,0.051,1.724931084
5/27/2020,0.034,19.3875,26.7,14.5,,0.068,1.724931084
5/28/2020,0,19.42847222,26.6,15.2,,0,1.724931084
5/29/2020,0.068,18.47083333,25.8,13.2,,0.085,1.724931084
5/30/2020,0.17,17.62048611,26.1,11.7,,0.136,1.724931084
5/31/2020,0.119,17.64618056,26,11.1,,0.119,1.724931084
6/1/2020,0.085,18.17465278,25.6,12.8,,0.017,1.724931084
6/2/2020,0.119,17.66597222,26.5,11.9,,0.068,1.724931084
6/3/2020,0.153,16.79548611,23.2,12.2,,10.78,1.724931084
6/4/2020,0.085,18.10138889,26.3,12,,4.019,1.724931084
6/5/2020,0,17.83090278,26.3,11.2,,0,1.724931084
6/6/2020,0.085,18.76006944,27.4,12,,2.707,1.724931084
6/7/2020,0.017,18.42118056,25.3,13.4,,0,1.724931084
6/8/2020,0,16.11597222,19.8,13.5,,0,1.724931084
6/9/2020,9.696,17.26736111,25,12.9,,6.873,1.724931084
6/10/2020,6.04,15.55451389,20.7,13.4,,9.461,1.724931084
6/11/2020,0.119,17.38680556,25,13,,0.017,1.724931084
6/12/2020,0.578,17.27916667,25.1,13.9,,11.112,1.724931084
6/13/2020,0.306,16.97986111,23.3,14.2,,2.653,1.724931084
6/14/2020,0.034,16.30555556,22.2,13.8,,0.068,1.724931084
6/15/2020,0,15.67118056,19,12.5,,0,1.724931084
6/16/2020,0.136,15.43958333,19.9,12.4,,0,1.724931084
6/17/2020,0,16.15694444,22.8,12.1,,0,1.724931084
6/18/2020,0,15.78472222,22.6,12,,0,1.724931084
6/19/2020,0.102,16.90659722,25.1,11,,0.034,1.724931084
6/20/2020,1.854,17.50798611,25.1,13.1,,4.051,1.724931084
6/21/2020,0.136,17.74861111,24.8,12.2,,0.034,1.724931084
6/22/2020,0.017,18.16180556,25.3,13,,0,1.724931084
6/23/2020,0,17.715625,26.1,12.5,,0,1.724931084
6/24/2020,0.034,17.63298611,25.7,12.9,,0,1.724931084
6/25/2020,0.034,16.76631944,24.2,12,,0,1.724931084
6/26/2020,0.085,17.19930556,25.5,11.3,,0,1.724931084
6/27/2020,0,17.51145833,24.9,13.7,,0,1.724931084
6/28/2020,0.102,17.90625,26.4,12.8,,0,1.724931084
6/29/2020,0.136,17.25659722,25.4,12,,0.051,1.724931084
6/30/2020,0,17.42222222,25.4,10.8,,0,1.724931084
7/1/2020,0.136,15.64895833,22.8,11.8,,0,1.724931084
7/2/2020,0,16.16423611,22.7,12.3,,0,1.724931084
7/3/2020,0,16.02604167,23.1,11.4,,0,1.724931084
7/4/2020,0.085,16.45347222,25.5,9.9,,0,1.724931084
7/5/2020,0,16.06111111,21.1,12.8,,0,1.724931084
7/6/2020,0,17.05243056,23.1,12,,0,1.724931084
7/7/2020,0,16.42777778,22.8,11.3,,0,1.724931084
7/8/2020,0,17.17534722,22.4,12.7,,0,1.724931084
7/9/2020,0.204,16.71944444,23,11.8,,0,1.724931084
7/10/2020,0.085,14.93159722,21.4,11,,0,1.724931084
7/11/2020,0.119,16.13263889,23.6,9.7,,0.034,1.724931084
7/12/2020,0.034,18.03506944,26.3,12,,0,1.724931084
7/13/2020,0,17.26770833,23.9,12.4,,0,1.724931084
7/14/2020,0,16.88368056,24.3,12.3,,0,1.724931084
7/15/2020,0,16.30347222,22.2,12.3,,0,1.724931084
7/16/2020,0,15.82256944,22.7,11.3,,0,1.724931084
