*,*,tavg,tmin,tmax,grad,prec,rh,wind
2018,342,17.97985417,14.305,22.324,318.9177214,29.6,55,2
2018,343,19.3856875,16.278,23.751,435.3489968,0.6,55,2
2018,344,18.068,15.596,22.151,245.6851667,2.8,55,2
2018,345,17.22514894,14.44,21.158,260.87417,23.4893617,55,2
2018,346,19.3009375,14.581,24.566,413.8660857,0,55,2
2018,347,18.5538125,14.4,22.855,405.6479161,2.9,55,2
2018,348,18.48447826,15.386,23.265,448.8579333,18.26086957,55,2
2018,349,17.68379167,15.286,22.315,353.0416117,24.7,55,2
2018,350,18.06846809,13.165,22.969,446.1316182,0.10212766,55,2
2018,351,18.5996875,14.249,23.532,472.0907455,0,55,2
2018,352,19.1941875,14.379,24.294,459.0277773,0,55,2
2018,353,19.19175,16.484,23.371,278.2214619,1.3,55,2
2018,354,18.71260417,15.5,23.563,367.8737478,0,55,2
2018,355,18.1483125,13.397,23.726,344.3003318,0,55,2
2018,356,18.84466667,14.161,24.477,384.5702182,0,55,2
2018,357,19.0385625,14.563,24.145,457.4992909,0,55,2
2018,358,18.27472917,14.183,23.314,420.9563636,0,55,2
2018,359,18.40054167,13.731,23.945,399.9924773,0,55,2
2018,360,18.25266667,14.043,22.739,413.9560905,0,55,2
2018,361,18.44054167,15.119,23.322,403.5497182,0,55,2
2018,362,18.66957447,13.863,24.894,445.8902182,0,55,2
2018,363,19.2863125,14.456,25.22,444.7439136,0,55,2
2018,364,19.28929167,15.61,24.636,402.790777,0.1,55,2
2018,365,18.67341667,14.933,23.53,404.1278,0,55,2
2019,1,18.090125,12.826,24.2,382.8937455,0,55,2
2019,2,18.9870625,12.825,24.754,430.3645877,0,55,2
2019,3,19.14752083,14.073,24.682,446.4670786,0,55,2
2019,4,17.5605,14.631,21.997,297.7747455,7.7,55,2
2019,5,18.12370833,15.543,21.808,347.2390409,1.5,55,2
2019,6,18.84735417,14.891,24.309,454.2400182,0,55,2
2019,7,19.4195,13.922,24.925,453.7171905,0,55,2
2019,8,16.29471429,15.985,16.767,314.8268433,0,55,2
2019,9,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,10,21.87833333,18.877,24.354,417.7476421,0,55,2
2019,11,19.72135417,15.902,24.62,360.2912,0.2,55,2
2019,12,18.57235417,14.041,24.127,407.6904045,0,55,2
2019,13,15.857,15.857,15.857,314.8268433,0,55,2
2019,14,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,15,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,16,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,17,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,18,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,19,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,20,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,21,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,22,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,23,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,24,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,25,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,26,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,27,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,28,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,29,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,30,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,31,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,32,22.63147619,17.957,26.573,452.5107778,0,55,2
2019,33,20.53339583,12.886,28.074,425.1061429,0,55,2
2019,34,16.5829,13.777,23.03,179.78535,0,55,2
2019,35,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,36,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,37,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,38,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,39,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,40,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,41,21.5247,16.898,25.442,433.5216421,0,55,2
2019,42,20.06788889,13.711,27.334,423.163,0,55,2
2019,43,19.5489375,13.419,26.115,421.2742238,0,55,2
2019,44,19.0293125,13.44,26.075,421.51551,0,55,2
2019,45,19.5836875,14.335,25.676,391.3702429,0,55,2
2019,46,21.042125,14.824,27.389,401.3515,0,55,2
2019,47,21.27914894,17.328,26.892,330.917825,0,55,2
2019,48,21.534125,16.733,26.844,361.4659332,0,55,2
2019,49,21.97683333,14.022,29.487,419.6190381,0,55,2
2019,50,21.96079167,15.236,29.597,395.6075682,0,55,2
2019,51,21.35910417,16.15,27.524,433.9790429,0,55,2
2019,52,20.45089583,16.329,25.874,403.0746486,3.7,55,2
2019,53,20.39441667,15.57,26.484,422.9691,0,55,2
2019,54,20.6323125,15.604,27.706,372.2695259,0.6,55,2
2019,55,20.39814583,15.786,27.763,330.1312619,0,55,2
2019,56,21.18872917,15.908,27.877,392.5725082,1.7,55,2
2019,57,21.6455,14.892,28.85,446.149381,0,55,2
2019,58,21.04347917,13.938,27.471,429.4560048,0,55,2
2019,59,21.3714375,13.543,28.471,438.5984619,0,55,2
2019,60,22.6353125,13.591,30.687,430.3084286,0,55,2
2019,61,22.722625,15.863,29.74,204.2603143,0,55,2
2019,62,22.97614583,16.435,30.633,380.996755,0.6,55,2
2019,63,21.0890625,15.576,27.895,348.6887032,5.1,55,2
2019,64,20.77575,15.746,26.895,444.394615,21.9,55,2
2019,65,21.634,14.551,28.62,484.6369857,0,55,2
2019,66,22.185125,15.634,29.162,470.5664476,0,55,2
2019,67,22.11,14.65,28.631,479.4415714,0,55,2
2019,68,21.2541875,15.029,27.897,451.6899429,0,55,2
2019,69,21.16572917,15.114,27.803,457.5396905,0,55,2
2019,70,20.90027083,13.909,27.458,425.2117857,0,55,2
2019,71,21.60302083,14.709,28.998,427.7415259,0,55,2
2019,72,21.42310417,14.904,28.318,412.1518909,0,55,2
2019,73,19.81689583,15.383,25.889,417.68191,0,55,2
2019,74,20.595375,14.816,26.717,453.1503286,0,55,2
2019,75,20.7075625,15.083,26.86,386.2703,0,55,2
2019,76,20.71951613,14.788,28.05,510.6816,0,55,2
2019,77,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,78,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,79,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,80,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,81,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,82,23.61567742,18.955,27.308,440.02012,0,55,2
2019,83,21.33591667,16.179,27.518,370.3654468,0,55,2
2019,84,21.8654375,14.937,29.243,400.424455,0,55,2
2019,85,22.598,15.764,30.185,397.2919619,0,55,2
2019,86,22.12325,16.247,28.072,379.6483571,0,55,2
2019,87,21.23789583,15.86,27.26,375.7017381,0,55,2
2019,88,22.06120833,16.532,28.375,350.2538524,0,55,2
2019,89,22.10477083,16.447,27.581,336.7348,4.7,55,2
2019,90,21.9968125,15.705,28.746,397.8566429,0.1,55,2
2019,91,21.96425,16.225,28.242,386.574281,0,55,2
2019,92,22.1646875,16.706,28.482,387.73682,0,55,2
2019,93,22.41820833,16.14,28.602,405.30838,0,55,2
2019,94,21.6673125,16.927,27.451,348.146551,0,55,2
2019,95,21.29810417,16.462,26.717,311.9429136,0,55,2
2019,96,21.26035417,15.94,27.21,340.1333909,0,55,2
2019,97,21.538375,16.296,27.531,380.6682,0,55,2
2019,98,22.07604167,15.119,29.024,433.5594222,0,55,2
2019,99,18.67877778,17.777,19.794,314.8268433,0,55,2
2019,100,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,101,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,102,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,103,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,104,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,105,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,106,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,107,24.37776471,20.088,28.404,255.72358,0,55,2
2019,108,22.11402083,15.591,28.47,305.3847619,0,55,2
2019,109,22.12491667,16.34,28.114,304.2725476,0,55,2
2019,110,22.53510638,16.668,28.873,267.0500633,0,55,2
2019,111,21.69447917,16.647,28.78,256.6729938,0.9,55,2
2019,112,20.99033333,16.398,26.624,254.2395045,7.4,55,2
2019,113,19.95527083,17.527,24.396,159.9832448,6.5,55,2
2019,114,19.86239583,15.875,26.738,351.4240384,29,55,2
2019,115,19.9985,17.28,24.687,191.8979087,0,55,2
2019,116,20.13439583,16.782,24.42,372.5340941,11.2,55,2
2019,117,19.92731915,15.206,25.022,334.2100095,19.7106383,55,2
2019,118,20.52297561,16.436,26.209,440.94682,0,55,2
2019,119,20.5579375,16.428,25.086,391.8794174,0.8,55,2
2019,120,19.6418125,16.096,24.671,352.3294709,1.2,55,2
2019,121,20.01806522,16.104,25.729,430.248449,0,55,2
2019,122,20.33908333,15.327,26.282,422.0197238,0,55,2
2019,123,20.26141667,16.683,24.943,313.6843571,0,55,2
2019,124,19.65077083,16.254,23.977,281.2347532,0,55,2
2019,125,19.99166667,16.257,25.276,320.5160952,0,55,2
2019,126,19.80789583,16.156,24.771,372.298781,1.6,55,2
2019,127,19.737625,15.945,25.124,353.4086227,0,55,2
2019,128,20.20197917,16.086,24.847,349.1198081,0,55,2
2019,129,19.65535417,15.221,24.504,308.710681,0,55,2
2019,130,19.62770213,16.076,24.924,271.5425776,0,55,2
2019,131,19.495125,15.702,24.83,311.7584741,0,55,2
2019,132,19.38008333,16.015,24.63,289.6899,0.2,55,2
2019,133,19.5861875,14.752,24.367,277.7902136,0,55,2
2019,134,19.574375,15.619,24.855,304.1537429,0,55,2
2019,135,20.15420833,15.519,25.831,358.3983333,0,55,2
2019,136,19.66925,14.882,24.329,277.4671143,0,55,2
2019,137,19.62310417,14.869,24.798,263.5745571,0,55,2
2019,138,18.572375,16.313,22.29,268.1662032,10.7,55,2
2019,139,17.6941875,15.029,20.465,200.9771014,0,55,2
2019,140,18.49908333,14.182,22.358,264.5857952,0,55,2
2019,141,18.89070833,14.066,24.228,319.9960952,0,55,2
2019,142,18.84202083,14.79,24.046,226.1048571,0,55,2
2019,143,18.54091667,15.494,22.668,282.258685,0,55,2
2019,144,18.01851064,14.764,23.119,340.4065714,0,55,2
2019,145,17.952875,15.735,21.958,233.6828091,0,55,2
2019,146,17.69295833,15.518,21.093,211.704703,3,55,2
2019,147,18.1834375,15.763,22.108,251.0196455,0,55,2
2019,148,17.93479167,14.357,21.84,201.5107685,0,55,2
2019,149,18.45379167,15.472,22.574,259.819081,0,55,2
2019,150,18.97966667,13.857,24.028,343.8386286,0,55,2
2019,151,18.7435625,14.857,23.739,203.35889,0,55,2
2019,152,19.35852174,15.903,26.373,332.4836,0,55,2
2019,153,18.30478261,15.863,25.481,296.9831961,23.37391304,55,2
2019,154,18.78522917,15.858,23.389,319.4590129,0,55,2
2019,155,18.12222917,14.667,22.128,243.6390795,0,55,2
2019,156,16.838125,15.005,19.189,118.1578377,0,55,2
2019,157,17.2675625,14.148,21.337,222.7094682,23.8,55,2
2019,158,17.88264583,14.75,21.604,247.6343,0,55,2
2019,159,18.53020833,14.923,23.313,307.5061429,0,55,2
2019,160,16.8135,15.649,18.912,88.11416048,0.6,55,2
2019,161,16.02010417,14.193,18.698,106.7178091,0,55,2
2019,162,17.124125,13.535,20.823,212.6003091,0,55,2
2019,163,17.66935417,14.323,20.69,150.0778318,0,55,2
2019,164,18.3101875,14.85,22.746,260.2243591,0,55,2
2019,165,17.5058125,14.361,21.767,228.40627,0,55,2
2019,166,16.84647917,13.837,20.652,210.6696476,0,55,2
2019,167,17.90110417,13.407,23.496,287.1253271,0,55,2
2019,168,17.89270833,11.911,23.722,354.2207524,0,55,2
2019,169,16.994125,12.826,21.419,185.4260952,0,55,2
2019,170,18.41216667,13.147,24.451,306.49289,0,55,2
2019,171,18.089,13.8,22.918,257.4653727,0,55,2
2019,172,16.2775625,13.908,18.737,115.7184367,0,55,2
2019,173,18.07358333,13.929,23.237,289.9902818,0,55,2
2019,174,18.56464583,14.168,25.269,347.6225056,0.2,55,2
2019,175,18.70839583,14.172,24.317,234.0549762,0,55,2
2019,176,17.19195833,13.191,20.816,171.40568,0,55,2
2019,177,17.54497917,14.608,22.725,168.8890014,0,55,2
2019,178,17.65539583,13.548,22.058,171.5502429,0,55,2
2019,179,16.94079167,13.948,21.807,209.4768429,0,55,2
2019,180,17.73677083,11.849,24.729,376.874585,0,55,2
2019,181,17.93227083,11.469,24.609,293.8143857,0,55,2
2019,182,18.81414583,13.313,24.599,355.329,0,55,2
2019,183,18.6834375,12.965,24.501,302.972025,0,55,2
2019,184,17.94583333,14.303,21.357,151.5433259,0,55,2
2019,185,17.89941667,12.352,23.86,300.3129667,0,55,2
2019,186,18.42241667,12.862,24.563,303.342205,0,55,2
2019,187,17.87377083,14.635,22.66,221.0248062,0,55,2
2019,188,17.85314583,13.704,23.31,210.0051857,0,55,2
2019,189,18.43777083,12.393,24.557,293.6772832,0,55,2
2019,190,18.77925,12.942,24.975,334.151985,0,55,2
2019,191,18.3608125,12.386,24.25,254.0409129,0,55,2
2019,192,18.57175,13.602,23.861,284.9672619,0,55,2
2019,193,19.03191667,13.911,24.829,324.9871665,0,55,2
2019,194,17.20491667,12.312,22.174,167.079365,0,55,2
2019,195,17.305375,11.728,22.823,244.3946,0,55,2
2019,196,17.34408333,12.642,22.767,219.15634,0,55,2
2019,197,16.33002083,12.084,20.609,192.5094,0,55,2
2019,198,16.30677083,13.613,20.223,152.09283,0,55,2
2019,199,17.25747917,12.942,22.707,337.883275,0.8,55,2
2019,200,17.0083125,13.632,21.974,248.28551,0,55,2
2019,201,16.90545833,13.073,22.828,187.85306,0,55,2
2019,202,18.7648125,11.56,25.883,320.4749095,0,55,2
2019,203,17.11910417,13.122,23.377,201.9653443,0,55,2
2019,204,17.71340426,10.842,25.248,331.386465,0,55,2
2019,205,17.69991667,11.235,24.662,282.0665737,0,55,2
2019,206,18.24823404,11.506,25.806,356.65395,0,55,2
2019,207,17.2319375,12.009,24.508,344.3746421,0,55,2
2019,208,16.37345833,10.473,23.417,277.1727,0,55,2
2019,209,16.86145833,11.642,22.32,223.747555,0,55,2
2019,210,17.9211875,12.384,22.828,252.0471737,0,55,2
2019,211,16.9489375,13.023,20.796,139.8661632,0,55,2
2019,212,17.85079167,14.644,22.221,137.035855,5.5,55,2
2019,213,19.03722917,13.918,25.13,337.480935,0,55,2
2019,214,17.42989583,11.769,23.224,242.4551524,0,55,2
2019,215,17.74235556,13.265,22.951,386.33277,2.24,55,2
2019,216,17.63779167,11.114,24.331,401.7756048,0,55,2
2019,217,18.25254167,11.195,25.792,379.6654095,0,55,2
2019,218,19.2408125,10.892,27.046,347.97833,0,55,2
2019,219,18.78783333,15.689,23.916,276.47165,0,55,2
2019,220,18.19883333,13.836,23.436,336.175165,0,55,2
2019,221,17.17897917,11.212,22.865,342.0681205,0,55,2
2019,222,17.017375,11.508,22.784,255.1495,0,55,2
2019,223,16.21925,13.916,20.347,164.0219048,0,55,2
2019,224,16.57114583,11.912,22.013,293.3029429,0,55,2
2019,225,17.53439583,13.12,24.092,316.0480571,0,55,2
2019,226,16.60879167,13.483,20.824,164.3927095,0,55,2
2019,227,16.27164583,10.483,21.528,198.75662,0,55,2
2019,228,16.82716667,13.06,20.039,168.0399633,0,55,2
2019,229,16.871875,10.763,21.793,204.0185238,0,55,2
2019,230,17.39220833,13.132,22.197,215.6056182,0,55,2
2019,231,15.551125,12.984,18.901,115.763781,0,55,2
2019,232,16.6385625,11.708,22.908,232.3388048,0,55,2
2019,233,17.544125,12.727,23.052,279.8856524,0,55,2
2019,234,17.88360417,13.185,23.808,243.3732081,0,55,2
2019,235,19.08264583,14.361,25.125,376.064065,0,55,2
2019,236,18.1813125,14.068,24.02,265.7893526,0,55,2
2019,237,18.11645833,13.087,23.772,366.2388514,0.6,55,2
2019,238,18.69960417,13.637,24.495,369.5595681,0,55,2
2019,239,18.86145833,14.106,24.051,221.6008524,0,55,2
2019,240,18.44304167,11.759,25.395,331.85184,0,55,2
2019,241,18.78202128,13.515,23.909,229.7228316,0,55,2
2019,242,18.12670833,14.897,22.537,205.6871967,0,55,2
2019,243,18.49585417,14.328,25.009,216.46402,10.8,55,2
2019,244,17.96814583,14.874,27.125,390.4661389,31.2,55,2
2019,245,17.39239583,13.116,22.634,341.155097,0,55,2
2019,246,17.62727083,14.824,22.535,195.1359095,0,55,2
2019,247,17.57066667,12.921,22.502,256.8291786,0,55,2
2019,248,17.443625,13.294,22.019,196.9149605,0,55,2
2019,249,18.51935417,12.92,24.57,367.6862095,0,55,2
2019,250,17.64522917,15.034,22.096,185.5149571,0,55,2
2019,251,16.46644681,12.952,20.121,156.3750429,0,55,2
2019,252,18.14727083,12.918,23.875,299.374625,0,55,2
2019,253,17.9978125,14.772,23.351,210.9952182,0.2,55,2
2019,254,18.26270213,14.397,23.63,293.7505957,0.306382979,55,2
2019,255,18.96729167,13.408,24.949,380.4660741,0,55,2
2019,256,18.7892766,12.068,25.685,386.65487,0,55,2
2019,257,19.178875,12.88,26.259,395.1533429,0,55,2
2019,258,19.36822917,14.207,26.282,373.740075,0,55,2
2019,259,18.65552083,13.117,24.723,387.2554619,0,55,2
2019,260,18.59735417,11.736,25.314,380.3609455,0,55,2
2019,261,19.36245833,12.843,26.385,307.4612048,0,55,2
2019,262,18.32002083,11.522,25.059,421.3430048,0,55,2
2019,263,18.29964583,10.694,24.813,376.5842571,0,55,2
2019,264,18.68345833,11.867,25.462,344.2096571,0,55,2
2019,265,18.63835417,12.029,25.697,391.01568,0,55,2
2019,266,18.71577083,12.848,25.538,329.7860476,0,55,2
2019,267,18.01127083,14.357,22.414,252.7183714,0,55,2
2019,268,15.52690476,13.329,20.494,214.4517167,0,55,2
2019,269,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2019,270,18.90655556,14.873,23.32,165.8210905,0,55,2
2019,271,19.97679167,13.261,26.776,380.2240143,0,55,2
2019,272,19.857625,12.866,27.435,399.5961381,0,55,2
2019,273,20.829,13.798,27.979,385.9257571,0,55,2
2019,274,19.334375,15.198,26.672,285.4194505,2.5,55,2
2019,275,18.41017021,13.745,24.032,310.2747586,0,55,2
2019,276,19.55108333,15.949,25.066,329.8480476,0,55,2
2019,277,18.78970833,14.173,23.392,345.4680252,0,55,2
2019,278,18.25261702,14.718,23.562,200.9216238,0.408510638,55,2
2019,279,17.17651064,14.369,21.731,268.6615286,0,55,2
2019,280,18.491625,13.026,23.956,424.0813409,0,55,2
2019,281,19.43810417,12.546,25.729,450.2710619,0,55,2
